reviewId,region,category,asin,date,rating,title,review_text,initialTime
R24BBMRH7RREB4,the United States,Mattress Toppers,B07546C2X3,2021-07-14,5,so comfortable, bought to add some cushiness to my mattress and this does the job! i love the straps on the corners! keeps the pad in place. love it! ,2021-07-18
R24JWG6JJVH65Y,the United States,Mattress Toppers,B07WG9FTN9,2021-06-28,5,Comfortable, bought to put on my guest bed and it passed the test.they told my the bed was so comfortable and slept so well.. i laid on the bed and loved it . this made a 100% difference. so if you need a facelift your mattress this is the product! ,2021-07-04
R2RZCIQBAV0B4Y,the United States,Beds,B01LXM1HEK,2021-06-29,1,Comfortable for the first month, bed didn¡¯t last but 3 months has a whole permanent body indention where i laid ,2021-07-04
R32F47087J2D9Z,the United States,Mattress Toppers,B077ZCBZTF,2021-06-06,1,Look elsewhere, big disappointment. flat as a pancake after using for a week. ,2021-06-09
R34N4PPB88CC9S,the United States,Mattresses,B08DN6GYGN,2021-07-03,5,So Comfy," this is perfect! it's super soft. i love the little goat ?? monogram and my absolute favorite is the washable top, it zips right off! i would like to purchase another one. ",2021-07-11
R393AXDAEH9ETL,the United States,Sofas & Couches,B00BGUPVES,2021-07-16,5,its pretty darn comfortable, we love it ,2021-07-18
R39O9L253JEQ02,the United States,Bed Frames,B07TWQMTTG,2021-06-29,5,Love it!, bought for my daughters room very sturdy as my brother (6 ft 2 in 360 pounds) slept comfortably on it with his wife. very sturdy ,2021-07-04
R3ILXS5O0BTA5A,the United States,Bed Frames,B096WY57LC,2021-07-15,5,Ahorra espacio??, f?cil de montar. pr?ctico?? ,2021-07-18
R3OISKBSAXO3JP,the United States,Mattress Toppers,B08897N5CX,2021-07-09,5,Great buy, i hadn't even realized how bad my previous mattress topper had gotten in terms of back support until i slept on this. great buy! ,2021-07-12
R3SRP6ECOI90Y4,the United States,Bed Frames,B087Q5R4QD,2021-06-06,5,Easiest assembly ever, very easy to assemble. never will go back to ikea beds which need much more assembling than this one. designed for simplicity.very sturdy and good quality. ,2021-06-13
R3TFI64MU44M9Q,the United States,Mattress Toppers,B089ZYGHP7,2021-06-24,4,Soft, my son loves! he says he sleeps so much better with it on his bed ,2021-06-28
R3Y5PPAI48Z0J,the United States,Beds,B071JMMFMH,2021-07-06,5,You won¡¯t regret it., excellent queen bed frame. stable. easy to put together. no squeaky noise (yet). great value. ,2021-07-11
REW6RUJT03QWL,the United States,Beds,B07NPJ9CF8,2021-06-28,5,Study and Looks NICE!!!, my daughter and i put this bed together in about an hour. easy to put together and instructions easy to follow. we had a little trouble with two of the screws not lining up properly with the holes. we were able to do some tinkering and get things to fit. i love how the bed looks!!! feels very sturdy! ,2021-07-04
R12QBU0OGN2FBM,the United States,Bed Frames,B071VKJRY5,2021-06-14,5,Good product for the price, wasn't as high off the ground as i had hoped ,2021-06-20
R157EVGGEYLQS4,the United States,Mattress Toppers,B01N41ILAB,2021-06-25,5,Worth every penny," i usually don't write reviews on products, but this topper is amazing! i sleep so much better and wake up refreshed.. 2 weeks in and i'm very pleased. you will not be disappointed. ",2021-06-27
R17VTB107VPBU0,the United States,Bed Frames,B087RS4BT2,2021-06-01,3,"I would rate it a 3/10, it lasts only for a few months"," this bed was great when i first got it, but then later on, metal bars that would be placed in the plastic slots had worn out and would slip out of the places, making some side of the bed more uncomfortable. ",2021-06-04
R189HAGV82LIP,the United States,Mattress Toppers,B088CRWD9H,2021-06-09,3,uncomfortable, there was exactly the opposite effect i was expecting. i recently had back surgery and i literally couldn't find a comfortable spot to settle on. it felt like lying on a rock. ,2021-06-13
R1BHNVP0IBTUJ7,the United States,Mattress Toppers,B08F3BM6J8,2021-06-14,5,Very happy, finally got a good night's sleep. no aches or pains when i awoke. got a king size and i'm very happy with the purchase ,2021-06-20
R1FGCSVSRZ8T3W,the United States,Beds,B08K8Q3VGP,2021-06-17,1,Receive damage product! Not satisfied at all!!," ?bought my dog on 16th night from miami at 10pm n today is 17th june morning, received an damage item!!notice last night before offering him an bed, i didn¡¯t have any options to make my puppy sleep!! not satisfied with the iteam ",2021-06-20
R1YPD934OWJPX6,the United States,Beds,B00JZ50TGG,2021-06-25,1,No hardware.," opened up all the boxes and received no hardware or instructions for the actual bunk beds - only received hardware for the ladder and trundle. can¡¯t build them so just have 100lbs of wood sitting in the floor, and am being shipped a replacement bed in another 2 weeks (took two weeks to arrive) from amazon and have to return this gigantic heavy packages even though all i need is a bag of the essentially screws. very frustrating. ",2021-06-27
R21Q10WREOF7KP,the United States,Beds,B07DWH1581,2021-06-16,5,Great Buy," prepare yourself for a 4 hour build, have 2 people, open one box at a time like many other reviews say, and use a screw gun.we enjoy this bed so much. ",2021-06-20
R2CWK7S49L472T,the United States,Mattress Toppers,B08HN27FRT,2021-07-14,5,Very comfortable!, i love this mattress topper! i've had trouble sleeping for months because i just couldn't get comfortable and now i can. it's not quite as cool as i would like but it's not terrible. it's definitely worth the money though. ,2021-07-18
R2NN65CAAB1ACG,the United States,Mattresses,B07WGXLFHK,2021-06-07,4,It¡¯s ok," we have had this for about a month and i can¡¯t decide if it works or not. i still have back pain and if you sleep on your stomach you¡¯re guaranteed to have lower back pain. it hasn¡¯t really helped me sleep better. it is comfortable but it¡¯s too soft and too hard at the same time. i¡¯m not sure if the quality is all there, but for the price i guess it does the job. ",2021-06-09
R2U47HWWLY8WPU,the United States,Mattresses,B07QGZV7QX,2021-07-07,5,Nice mattress, works well ,2021-07-11
R2VSGAQ3AMOY51,the United States,Mattress Toppers,B07GTJG886,2021-06-13,5,I can sleep, i love it ever since i got it and sleep on it omg i have been sleeping great i have fibromyalgia and acid reflex and i can sleep i do recommend buying this!!????? ,2021-06-16
R31O0X5AWD2AWP,the United States,Mattresses,B0134FXXKQ,2021-06-03,5,I like this mattress, i have no problem with this bed at all. i was looking for a firm bed because i stayed in a motel in mississippi one time and the mattress was firm and we slept good and i bought this one for that same reason. i have a lot of back and lower leg pain but i have found a lot of relief with this mattress. it came well packed and i have not one issue with it. i sleep much better and i look forward after a long day at work going home and get my much need rest. i sleep good!!! ,2021-06-05
R35X363LXOCWGB,the United States,Mattress Toppers,B07WGH7QNP,2021-06-17,3,Not comfortable for my back very stiff, i was very hopeful that it was going to work for my back pain. it caused my back to seize up. had to return it. ,2021-06-20
R3SRY06NZLQTFO,the United States,Mattress Toppers,B01H2OCWCU,2021-06-26,5,Love Memory foam with gel," the gel gives added support to memory foam. normally, memory foam slowly collapses under the weight of your torso, but not your legs or arms, so you wake up feeling like you're crawling out of a grave and your shoulders and knees might be soar but the gel fixes this and makes it much better to sleep on. ",2021-07-04
RB2NGS3RWJ67R,the United States,Mattress Toppers,B07S949B2Q,2021-06-06,5,Love it, it is soft and fluffy iam very happy ,2021-06-09
REYP7U97J6RJ3,the United States,Mattress Toppers,B07KRXGVFY,2021-06-11,5,Nice memory foam, so comfortable ,2021-06-15
RKPA7HRATNF88,the United States,Mattresses,B08NG35BN3,2021-06-03,5,"As advertised, it's a great mattress.", i was able to wake up pain free! ,2021-06-06
RKVX3PHGPKNNV,the United States,Mattress Toppers,B08R74SRLP,2021-06-27,5,"Great quality, great price", love it! especially love the straps that keep it from shifting on the mattress. ,2021-07-04
RLH3UFWFR38O5,the United States,Mattresses,B00Q7EPSHI,2021-07-08,5,Restful Sleep, i¡¯ve read the reviews and i can¡¯t understand the negative ones. this mattress is awesome. so wonderfully soft on my aches and pain but firm enough to contour my body. great delivery and opened up to a perfect shape. can¡¯t wait to see how it does over time ,2021-07-11
RNL78LXJWYRRQ,the United States,Bed Frames,B08K3D6142,2021-06-03,5,Love it, absolutely love it! hands down a fraction cheaper then what ibwas finding in furniture stores and i have not one complaint! put it together by my self and it took about 4 hours bc i had no idea what i was doing!! but its perfect and met all expectations!! ,2021-06-07
RT906LLBWEZLE,the United States,Mattress Toppers,B073JVNST6,2021-07-13,4,Does the job," this mattress pad seems to do well in providing some extra cushion. it is on my son¡¯s bed, so o can¡¯t speak to how it affects the temperature. be advised it does take a little while for the foam to expand - see the pictures for reference. it comes rolled up, second picture is when you first take it out of packaging and third is when it had been sitting out for about 6 hours. ",2021-07-18
R12US5FTG3XLU3,the United States,Mattress Toppers,B01MRL0H2B,2021-06-22,5,Great!, this made a huge difference in my sleeping comfort!! ,2021-06-27
R1V2OVU092Y92Y,the United Kingdom,Beds,B017J9KPGS,2021-06-13,5,Best dog bed ever; worth the money," super-supportive dog bed, cotton cover doesn't get too hot. vacuums well (!) and doesn't skid around even on laminate flooring. ",2021-06-21
R236OFNPXW3QXJ,the United States,Mattress Toppers,B01MQHZP4P,2021-06-04,3,You should know if you need firm or soft before ordering., the mattress topper is too soft. it feels good but i still wake up some mornings with back pain. i am considering returning it if i can get it back in its bag; it was difficult to remove. the quality is good but i need a firmer one. i also thought it had a cooling element but i have not experienced that. ,2021-06-06
R26UVCTZNOIT46,the United States,Mattresses,B01MUCVY4F,2021-06-22,5,Mattress, fits perfectly in trundle ,2021-06-27
R2BWWHTXYNWMKI,the United States,Bed Frames,B08NDC4YVG,2021-06-23,5,Very cute, got this bed for my teen daughter. it is very cute and very sturdy. was not that easy to assemble though. i wish they would make it a little bit easier. ,2021-06-27
R2RDXPRYO35I5O,the United States,Bed Frames,B087RRMQP1,2021-06-16,4,Watch you¡¯re shins and toes!," great bed frame, sturdy, quiet but man watch your shins and toes in the middle of the night. it will bring tears to your eyes!!has lots of room for storage under it. mattress slips slightly but some non skid tape would help ",2021-06-21
R2RG7EYNGK0AE,the United States,Mattress Toppers,B07TX5DNYW,2021-07-03,4,It was ok, it was stiff ,2021-07-05
R32HJ2FF53WAOJ,the United States,Mattresses,B01730LXCS,2021-06-07,2,Poor Quality Assurance !," 6/7/21 - received our 10"" aquarius mattress this morning.. after having it un-wrapped, we were very dis-pleased. # 1 - the mattress had yellowish / brownish stains all across one end of the mattress and a few down as far down as a foot.. it looked some some had peed all over it. #2 - after letting sit, one corner would not expand beyond 3 1/4 inches... i took pictures to document these issues.. then, i called amazon, only to get a complete run around. 6 people, including a supervisor, told me to pack it up and sent it back.. no way can you repack a king memory foam mattress back into it's little shipping box.. but, they all insisted, i had to pack it up and send it back.. what a bunch of untrained personal ! so, i called again and got another supervisor, who transferred me again.. no one at amazon, new how to handle the problem, until the 7th person i talked with.. after sending her the pictures i took, she issue our refund and told me to dispose of it or donate it.. finally after almost 2 hours, this issue resolved.. ",2021-06-09
R39GL57Z7R94P5,the United States,Bed Frames,B01C8PIVKU,2021-06-08,5,Great bed frame, just what we needed ,2021-06-10
R3VRAASHS38S7S,the United States,Sofas & Couches,B07LC9FTTK,2021-06-22,5,"Great value, very comfy and looks nice", comfy and easy to put together ,2021-06-27
R3XEOU3J4W1SY,the United States,Mattresses,B00LJ7CYM0,2021-07-16,2,Not designed to last more than 6 months!," after 1 year, this mattress has lost all value to me. the pillow top has deflated and will not spring back. without the pillow top the mattress sleeps way too firm and no longer provides the rest and rejuvenation my back requires. plus pillow top is only on top surface so mattress cannot be flipped. very unhappy and according to warranty, the sagging of the pillow top is normal wear. would strongly not recommend!! ",2021-07-18
R6NT5VPIY2WQT,the United States,Mattresses,B085H466BX,2021-07-08,2,Very soft, the mattress is very soft and uncomfortable. ,2021-07-11
RCXU81YOJLSZF,the United States,Bed Frames,B07L9RYWGQ,2021-06-02,5,Good, ?really nice and pretty ,2021-06-09
RLL1748E4E0ZD,the United States,Beds,B07NPJM64D,2021-07-05,5,Love it!," sturdy, stylish, and perfect for my bedroom. it doesn't squeak. the headboard is adjustable. ",2021-07-11
RPKY4TXV2WDMX,the United States,Mattress Toppers,B07S949B2Q,2021-07-06,5,Great for a firm mattress," this has been a great help for our extra firm mattress. it came in very shrink wrapped package. it was easy to open. tossed in the dryer like instructions said and if fluffed right up. i still think i need a softer mattress, but the was a cheaper option for now. ",2021-07-11
RQA237F0952I3,the United States,Beds,B004LQ1PAI,2021-06-29,5,Easy peasy, my son loved it! took my husband and i only a couple of hours to assemble. ,2021-07-11
RWZZETNSEOSPI,the United States,Bed Frames,B086PVKK16,2021-06-10,5,This bed was gorgeous and affordable!, i loved this bed its everything i could ask for at a great price ,2021-06-13
R12FXQ1MKX052C,the United States,Mattresses,B07GBGLST7,2021-07-08,5,Great fit and comfort!," fits perfectly in our gracie pack ¡®n play, and our infant seems to find the mattress very comfortable for sleeping all night long! ",2021-07-11
R13ZWPIG3OET5M,the United States,Mattress Toppers,B07Z6XKDBT,2021-06-04,5,Cool comfort," this cooling gel seems to cool me down better than just plain old memory foam which usually heats you up. it is comfortable, cooling and makes sleep time more effective. an extrememly good buy. price is very good also. ",2021-06-06
R151OYTAW2U5XP,the United States,Bed Frames,B08L93W4B2,2021-07-04,5,"Not perfectly machined but holds up well so far, cheap, and lots of storage under!", seems good so far. assembling was a bit difficult due to their machining is a bit off but it¡¯s manageable with elbow grease. ,2021-07-18
R1D6QDSQ379020,the United States,Beds,B074F35Z8J,2021-07-09,5,Comes in big box, instant satisfaction for my gsd! ,2021-07-18
R1EL5Y5OSYS535,the United States,Beds,B07D827RC4,2021-06-02,5,Sturdy and Well-Designed, the photo shows the side rail and footboard joint. the same joint is on the side rail and headboard as well as the center support rails. this kind of joint where the rail fits into a slot cut into the foot/headboard is much stronger than butting them against each other. the weight of the mattress and people is carried by the wood rather than the screws holding the pieces together. this gives me confidence that the bed won't fall apart because the screws break. i am really happy with the quality and value for money. ,2021-06-06
R1JV2VFS83KBKH,the United States,Mattresses,B00EZ5TB6U,2021-06-21,5,Great buy," so far i love the mattress, i woke up less sore than normal. it does smell like marijuana like previous reviews said. hoping smell goes away. not bad for a mattress in a box. ",2021-06-27
R1PF50KBJ8EU3G,the United States,Mattresses,B01NANZ5WG,2021-06-30,5,Great comfort. Love it," i had been using the twin size of this mattress for 4 years and had gotten used to that one. it has been there with me through all the rugged and travel around, still good as new.so when i thought of moving to the king size didn't have to think much. no regrets. ",2021-07-04
R1WJDRZT4KOZBZ,the United States,Beds,B074QVXRG6,2021-06-10,5,Impressed, the shipping & packing on this item was impressive. better quality than expected too. ,2021-06-14
R1Y1HTAGA7QVLJ,the United States,Bed Frames,B08H8KZVRY,2021-07-13,4,Looks Great but Just a Little Wobbly, it was fairly easy to assemble with only one person and it comes with all the tools you need making it really convenient and quick to put together. upon completion it does wobble a little especially around the head board but it still seems fairly sturdy. also if you try to tighten the screws just a little too much you will strip them so just something to keep in mind. otherwise it¡¯s a great bed frame for the money and it looks great in any smaller sized room! ,2021-07-18
R2UTQ92DUMSLGY,the United States,Mattress Toppers,B07D5DN269,2021-07-08,5,It was just what I needed for my back pain., the bed has a very hard mattress and it made my back hurt. this topper gives me the comfort that i need. ,2021-07-11
RDBEISP757PH8,the United States,Mattress Toppers,B07S949B2Q,2021-07-06,5,No more backache, this mattress topper is very comfortable. i used to wake up with a sore back. since i've been using this i wake up in the morning with no backache. i highly recommend this. ,2021-07-11
RPDPAXKUP2P5Z,the United States,Beds,B08976ZQ7Q,2021-06-09,5,Study and Pretty.," great bed! it is sturdy and the top rails are much stronger than other beds i've looked at. i painted the headboard and foot board to match my daughters room. i also added prima furniture transfers to the headboard, then a stencil on the footboard. very easy to put together. ",2021-06-13
RRLF3QVJ7C2UM,the United States,Box Springs,B00NPVCPRM,2021-07-16,1,Never Again," horrible idea. it broke 3 months after we received it and the return window had closed. unfortunately, the worse idea ever and i will never by this product again. total waste of money. ",2021-07-18
RXU75S6XLT3QG,the United States,Mattresses,B0868W5GL3,2021-07-10,5,Definitely Recommend!!, this mattress is magical and soft. i was afraid of it being too soft because i had a very old firm mattress before. but this memory foam is just what i needed. it is not too soft and feels like it cradles me. that was weird to me at first but i realized it takes all of my joint pain away and i don¡¯t wake up in the middle of the night anymore from being uncomfortable. i fell asleep in my old bed the other day and woke up soo sore. i really needed this new memory foam mattress and i couldn¡¯t be happier ?? ,2021-07-18
R112UKM811EJNB,the United States,Bed Frames,B006MIQKJE,2021-07-12,5,Easy To Install!," instructions look almost easy and some complicated, but the installation was an easy setup, now i can enjoy my good night sleep! ",2021-07-18
R116890B7B8JHH,the United States,Mattresses,B08KGJ1GPK,2021-06-17,1,Dom, it was advertised as 10 inch ,2021-06-27
R13S01BV4YREPY,the United States,Bed Frames,B07CVR21VN,2021-07-10,5,"Very happy, buy shin guards tho youch!!! Lol"," super sturdy, wacky instructions till you figure it out but i did it myself in an hour! lol ",2021-07-19
R14EEQIECWY2CB,the United States,Mattresses,B07RZB5NDV,2021-06-19,4,Folding," perfect solution for what we needed ... temporarily. i would give five stars but when i attempted to fold the bed by myself the bed frame where the wheels are in the middle of the bed gouged my hard wood floor! the gouge wasn't very deep but deep enough to be noticable. luckily for me, the damaged area wasn't as noticeable after applying a little stain. from my experience it takes two to fold this bed. bring both sides up at the same time. ",2021-06-21
R1I5RGMQCL58VY,the United States,Mattresses,B01MF93DAX,2021-06-12,5,Very comfy twin 5 inch mattress," i sleep well . i ordered this twin size 5 inch mattress, and read the reviews got scared about the fiberglass under covers reviews so i ordered a mattress cover for twin on amazon also. it came in box ?? i carried up 3 flights of stairs easy then let it inflat for 30 hours . i finally sleeping on it and no fiberglass and no smell as i read in reviews. it gets the job done ",2021-06-14
R1RVO4O21PWQ1J,the United States,Bed Frames,B08YDPNVDC,2021-07-11,4,Sturdy but defective., sturdy despite the bent metal pieces. it¡¯s not the easiest to put together and the bent metal didn¡¯t help the situation but it¡¯s a pretty bed and pretty solid ,2021-07-19
R23P4MLRCA8CT7,the United States,Mattress Toppers,B08MZGBZ4Y,2021-07-02,5,10¿ù 10ÀÏ, super comfortable! ,2021-07-04
R287XI6ST0ID4Q,the United States,Beds,B01MV0IX66,2021-06-30,2,DON¡¯T WASTE YOUR MONEY," i purchased two of these for my small dogs and while the dogs loved them initially because they were soft and comfortable, after two months they became matted with cleaning and after four months the stuffing in the bottom flattened out completely. total waste of money not to mention that these beds will now end up in a landfill. ",2021-07-04
R2M5ZE4KQ93D50,the United States,Mattress Toppers,B08DHRXVFF,2021-07-05,5,Very comfortable and helps relieve pain.," soft and comfortable but also supportive. it¡¯s very comfortable. i love the pillow topper, it¡¯s so soft and comfortable. i definitely recommend this mattress topper if your back hurts because mine doesn¡¯t hurt anymore. ",2021-07-12
R2OQLSTC30I1KX,the United States,Mattress Toppers,B08R8BWW2Q,2021-06-20,5,CLOUD 9! Best sleep ever!," why didn't think of this sooner?! a new mattress is was too expensive for my current budget but i still need good sleep. first time i tried it out, i couldn't get back out of bed! totally revivied my old mattress and now its sweet dreams for me! ",2021-06-27
R2WSZZAYSZ1QLO,the United States,Mattress Toppers,B08M9J2XGN,2021-06-29,5,Comfort, i've had many mattress covers and this by far is the best one- my husband loves it also! ,2021-07-05
R2ZCER3BHCISN9,the United States,Mattress Toppers,B08DBBDQGQ,2021-06-18,4,"Comfy, but slippery"," my mom got this for me and it really helped, turning a matress i could barely lay on into something really comfortable. my only real complaint is that it slips around on my bed a lot, so i'm constantly having to reposition it. it would be nice if there were some way to keep it fixed in one place. ",2021-06-20
R35DOJHLMH91IF,the United States,Beds,B07YYY32DV,2021-06-19,1,220 pound son sinks to the bottom of the mattress," 220 pound son sinks to the bottom of the mattress. it might work for someone lightweight, but it certainly wasn't right for me 6 ft. son & i can't imagine it working for a couple. my son waited too long to send it back, so he's stuck with it for now. had to rate this poorly, but we might have just got a faulty bed & the manufacturer never had the opportunity to make it right because we waited too long to return it. ",2021-06-21
R3KT1BPNVUVREA,the United States,Mattress Toppers,B07BNYQ8PS,2021-07-11,5,Glad I tried it., added height and comfort to our bed in mh. ,2021-07-18
R3UZ4QTPXASSCP,the United States,Bed Frames,B072PC9SW7,2021-06-10,5,Replace box springs and/or slats," i used these on 2 beds. on both beds, my mattresses were the nice, thick kind with the memory foam topper. with the box springs, i kind of had to jump up to get on the bed, and i'm almost 6 feet tall. replacing the box springs with these make it so much easier to get in or out of the bed. i just have to sit down now!one of the beds also had slats, which were always sliding around and skewing sideways, before slipping off onto the floor, making me crawl partway under to push the box spring and mattress up to put the slat back in. it was a pain in the you-know-what. also, it was pretty jarring at times when a slat fell down. i'm so happy that i don't have to deal with that anymore! ",2021-06-14
RA88Z9ITYMP3W,the United States,Mattress Toppers,B08DHQWSW8,2021-06-12,1,Tears and more tears," i¡¯d hoped to love this mattress pad, but we didn¡¯t. since it¡¯s foam it¡¯s difficult to move along the surface of our sheets. every time we moved it, it tore.it¡¯s so large we can¡¯t imagine sending it back. we bought both king and queen sizes. ",2021-06-20
RMW4HABOJ8K7G,the United States,Beds,B07NPN48KN,2021-07-05,5,Love this bed!, beautiful bed and wood color is exactly as shown in listing! extremely easy to assemble - only took about 25-30 minutes! directions were very specific and everything was clearly labeled. definitely recommend this bed! ,2021-07-11
R10Z5EOYTUU0AJ,the United States,Sofas & Couches,B07KD7F9PL,2021-06-26,5,My son loves it!," my husband built our son a full size loft bed and so we decided to purchase this futon for our son for christmas in 2020 and it is now almost july 2021. needless to say, this futon has been awesome! my son is pretty destructive, just like any other 12 year old boy, and this futon has done wonderful! i would recommend this product. ",2021-07-04
R19C7ECS0SQOFB,the United States,Bed Frames,B071JGBZYW,2021-06-01,1,MIDDLE BARS DON'T FIT! DON'T BUY," i was assembling this and i got to the end and was ready to put th middle bars in the middle for support. each bar is about 1 inch to short! who are the bozo's that put all the pieces together? clearly they made a big error. i just want my money back. but i don't have time to tear down, unscrew, re-pack, and pay for shipping. i don't even have a car big enough to hold this thing! please don't buy from these guys. avoid my mistake! and judging for the other comments i'm not the only one! ",2021-06-04
R1D2DY9C8ZBL6D,the United States,Sofas & Couches,B06VYF5611,2021-06-28,5,Easy to assemble, comfortable and easy to assemble ,2021-07-04
R29B34OP7JOTTV,the United States,Bed Frames,B0716Q1R2W,2021-06-07,5,about 14 inches underneath, tools included ,2021-06-09
R2AIR30PZ8E0L5,the United States,Mattress Toppers,B07MY2VQC9,2021-07-16,5,The only brand I trust.," it¡¯s so soft and fixed my shoulder, upper, and lower back problems. i get uninterrupted sleep ever since i bought it, thank you linenspa! ",2021-07-19
R2C227BORACG89,the United States,Mattress Toppers,B01H2OCVYO,2021-06-05,5,Better sleep without buying a new mattress," right off i didn't spend a lot of money on a high quality mattress. i purchased a mattress topper from a local walmart and it served it's purpose. as i moved and had a practically brand new mattress, i replaced my topper with this lucid 3 inch gel model. i took the topper out the packaging and let it ""settle"" for a day or so. after the move was done i put the topper over the mattress and instantly knew i had a winner. this lucid model is ventilated better than my previous topper. the quality of sleep i have is very good and i don't shift as much as previous. i would recommend this topper to anyone looking to improve the quality of sleep they get or anyone who has a mattress that isn't as comfortable as it should be or never was. good buy in my opinion. ",2021-06-07
R2M3K7FUG8HKTE,the United States,Mattress Toppers,B07XD5R45V,2021-06-29,5,comfort, it does what wife and i wanted ,2021-07-05
R2ODLXJHUE17A,the United States,Beds,B078SDVJRS,2021-06-07,5,Gorgeous Bed," this bed is even better than the picture. it's gorgeous, super sturdy, and is the best bed i've ever gotten and i'm surprised i did that with sight unseen. definitely recommend! ",2021-06-09
R2VTTCXERHYTU,the United States,Mattresses,B091HP1L9D,2021-07-01,5,Pain relief," this is my first memory foam mattress. i got the 12 inch one. it¡¯s super comfortable. i am used to firm mattresses and worried that this mattress might be too soft. this mattress is in between soft and firm. which is perfect since i don¡¯t want it to be too hard or too soft. i wake up with back pain in my old mattress. after i switching to this mattress, my back pain has been getting better. one thing i really like about this mattress is that it¡¯s very easy to carry into my room since it¡¯s vacuum packed into a rectangular box. but then i wasn¡¯t able to sleep on it for two days because it takes time for the mattress to fully inflate. if you are buying this, have something to sleep on for a day or two while it inflates. ",2021-07-05
R37P9F5IQHL735,the United States,Sofas & Couches,B013DAC7GI,2021-07-13,1,HEADS UP: Not as long as listed," this couch is cute but not listed accurately. the length is about 66"" inches. that's a huge difference. so if you are good with a small couch, then you'll most likely like it. ",2021-07-18
R3E5MUWUFGY479,the United States,Mattresses,B07KWFNHMH,2021-06-05,4,Not a bad choice," air mattresses don't last long and i'm not ready to buy a real bed until i get my own place (i stay with family) so i wanted something similar to what my grandma would sleep on when she would come to visit when i was little so i needed some tri-folding type cushions. i remember her's was quite firm/hard and not very comfy. this one is thick and firm, but yet still soft enough to be fairly comfortable. i like the thought of soft and sinking in, but that runs the risk of a dent forming in the center. i'm like 5 or 6 months late writing this review and that has not happened (also, it hasn't given me any back problems). i didn't give 5 stars just because i feel i would have to be super impressed and overjoyed about this being the most comfortable thing i ever lied on and that's not really so. there were many of these kind of things to choose from that i feared i would have made a regrettable decision, but that is not so. so, anyways i don't love it to death, but i don't hate it. it's fairly long, so if you're a fairly tall individual this will be alright for you. i have to struggle to put regular twin size sheets on it, i may get xl twin sheets one day. i wanted to wash the cover first when i got it. i think you're not supposed to put it in the dryer, but i wanted to anyways on low heat so it may of shrunk. the cushions have to set out for some hours so they can expand all the way out. i struggled to get the cover zipped back on. i had family helping to stuff the cushions in and get the zipper closed. anyways, just something to think about i guess. one more thing is it might seem thin as in there's not much room to roll around in. i know that with these things there's not much room anyways, but this might be a little thinner than usual. it kind of reminds me of when i slept in my car being restricted to a small area. this is not a big bother to me, but wanted to mention it in case it could be bother to someone else. on a scale of 1-10, 10 being very comfy, i give it a 7 or an 8. ",2021-06-09
R3IMIAECWX9ASH,the United States,Bed Frames,B01K5YD7VO,2021-06-10,5,I LOVE this frame," over the years i've purchased several of these, one for myself and one for each of my kids. it's relatively easy to assemble (as in, i watched my boyfriend put it together pretty easily). the frame is sturdy and strong, and i love that it can be broken down to a compact size for storage or moving if need be. over the years i haven't noticed any creaking or loosening of the hardware, and there have been no broken slats - the beds are as sturdy as the day ""we"" assembled them. they also look great! we left ours as-is, but i believe they could be finished to match any decor. this frame is perfect for our platform beds, but would work just as well with a regular mattress and bedspring. i highly recommend. ",2021-06-14
R3JV9V8CL3W3VJ,the United States,Mattress Toppers,B08DKJJ54J,2021-07-13,5,Highly recommended," great quality gel-infused memory foam topper for mattress. this thing is incredible it is so comfortable. i¡¯m very happy with the thickness as well. i¡¯ve been having a lot of back pain when i wake up and this is already helping with that. it¡¯s a little heavy, but was still easy to roll out and place on our bed. i like that it has straps on all four corners to keep it in place. packaged well, rolled up very tightly and boxed, also includes an opener to help with the plastic. ",2021-07-18
R3UDE9VKRQ6JSP,the United States,Sofas & Couches,B094VRFB9R,2021-07-01,4,Convertible section sofa, for small spaces ,2021-07-18
R3VKY3238HOTG4,Mexico,Mattress Toppers,B01H2N2G3Q,2021-06-16,5,Excelente, es muy c?modo. vale la pena ,2021-07-05
R56JAN9CZR68Z,the United States,Bed Frames,B07D4BHP6T,2021-06-10,1,Inferior/Not Recommended, this is simply a platform: inferior guides to hold the box springs on the frame. constantly adjusting the box springs as the frame does not secure with guides. the feet should have protectors as they are horrible on wooden floors. ,2021-06-15
RKUTZC6P9I1ZB,the United States,Mattresses,B08F934MPZ,2021-06-02,5,Good design, excellent. very comfortable. ,2021-06-06
RNUTMMFHXV7IY,the United States,Bed Frames,B0928W5KKJ,2021-06-11,5,Well built and sturdy," i had to get used to how far the frame sticks out from my mattress, a few good wacks on my knee made me learn quick. but this thing is great. ",2021-06-15
R111XABKMPPYRU,the United States,Beds,B07HQ2HSG4,2021-06-05,4,So far so good, great bed so far. kids love it. looks great. easy to set up if you go exactly step by step.. don¡¯t try to skip anything. ,2021-06-13
R14R5F20EQ2NIK,the United States,Box Springs,B01AS4WA14,2021-06-28,5,Simple to put together!, this was easy to put together and does exactly what it is supposed to. it fits great! ,2021-07-04
R17C70LUZ5E3ER,the United States,Mattress Toppers,B07MD98NFJ,2021-06-23,5,Perfect for bed-in-a-box," this is the ultimate topper for a box foam mattress. it is pillowy and thick, making a cuddly feeling when you lie on it. the foam mattresses need a little pillow top for my comfort, and this is perfect. i am very picky about my bed. i needed the support but like cushion, too. highly recommend. ",2021-06-28
